,randid,Date,Energy,Irradiance,IEC_pstep,Energy_pstep,Compared
677,R27,2018-09-17 10:00:00,5221121.0,888.8017883,105.545212360625,67.0,38.545212360625
678,R27,2018-09-17 10:15:00,5221171.0,802.7000732,95.32063369250001,50.0,45.32063369250001
679,R27,2018-09-17 10:30:00,5221213.0,695.9142761,82.63982028687501,42.0,40.63982028687501
680,R27,2018-09-17 10:45:00,5221286.0,726.471283,86.26846485624999,73.0,13.268464856249992
681,R27,2018-09-17 11:00:00,5221329.0,825.4596252,98.0233304925,43.0,55.023330492499994
682,R27,2018-09-17 11:15:00,5221400.0,945.3781128,112.26365089500001,71.0,41.26365089500001
683,R27,2018-09-17 11:30:00,5221510.0,812.0259705,96.42808399687499,110.0,-13.571916003125011
684,R27,2018-09-17 11:45:00,5221608.0,681.6655273,80.947781366875,98.0,-17.052218633124994
685,R27,2018-09-17 12:00:00,5221698.0,795.8707886,94.50965614625,90.0,4.509656146249995
686,R27,2018-09-17 12:15:00,5221772.0,590.4485474,70.11576500375001,74.0,-3.8842349962499867
687,R27,2018-09-17 12:30:00,5221865.0,416.6059875,49.471961015625006,93.0,-43.528038984374994
688,R27,2018-09-17 12:45:00,5221956.0,566.1018372,67.2245931675,91.0,-23.775406832499996
689,R27,2018-09-17 13:00:00,5222067.0,764.2232361,90.751509286875,111.0,-20.248490713124994
690,R27,2018-09-17 13:15:00,5222133.0,820.1003113,97.386911966875,66.0,31.386911966875005
691,R27,2018-09-17 13:30:00,5222226.0,740.742218,87.96313838750001,93.0,-5.03686161249999
692,R27,2018-09-17 13:45:00,5222316.0,696.4197693,82.699847604375,90.0,-7.300152395625005
693,R27,2018-09-17 14:00:00,5222362.0,611.5156708,72.6174859075,46.0,26.617485907499997
694,R27,2018-09-17 14:15:00,5222417.0,544.4844513,64.657528591875,55.0,9.657528591875007
695,R27,2018-09-17 14:30:00,5222497.0,604.0715637,71.733498189375,80.0,-8.266501810625002
696,R27,2018-09-17 14:45:00,5222597.0,590.2822266,70.09601440875,100.0,-29.903985591250006
697,R27,2018-09-17 15:00:00,5222697.0,486.5752869,57.780815319374994,100.0,-42.219184680625006
698,R27,2018-09-17 15:15:00,5222780.0,378.7486877,44.976406664375,83.0,-38.023593335625
699,R27,2018-09-17 15:30:00,5222871.0,301.8119354,35.84016732874999,91.0,-55.15983267125001
700,R27,2018-09-17 15:45:00,5222934.0,165.9921875,19.711572265625,63.0,-43.288427734375
701,R27,2018-09-17 16:00:00,5223008.0,68.73426437,8.1621938939375,74.0,-65.8378061060625
702,R27,2018-09-17 16:15:00,5223087.0,63.00028992,7.481284428,79.0,-71.518715572
703,R27,2018-09-17 16:30:00,5223158.0,55.05430794,6.537699067875,71.0,-64.462300932125
704,R27,2018-09-17 16:45:00,5223210.0,39.47441006,4.687586194625,52.0,-47.312413805375
705,R27,2018-09-17 17:00:00,5223255.0,22.8251214,2.71048316625,45.0,-42.28951683375
706,R27,2018-09-17 17:15:00,5223287.0,9.136580825,1.08496897296875,32.0,-30.91503102703125
707,R27,2018-09-17 17:30:00,5223296.0,1.96597673,0.2334597366875,9.0,-8.7665402633125
708,R27,2018-09-17 17:45:00,5223303.0,0.157308713,0.01868040966875,7.0,-6.98131959033125
709,R27,2018-09-17 18:00:00,5223310.0,0.0,0.0,7.0,-7.0
710,R27,2018-09-17 18:15:00,5223316.0,0.0,0.0,6.0,-6.0
711,R27,2018-09-17 18:30:00,5223319.0,0.000760145,9.026721875e-05,3.0,-2.99990973278125
712,R27,2018-09-17 18:45:00,5223320.0,0.000760145,9.026721875e-05,1.0,-0.99990973278125
713,R27,2018-09-17 19:00:00,5223320.0,0.0,0.0,0.0,0.0
714,R27,2018-09-17 19:15:00,5223320.0,0.0,0.0,0.0,0.0
715,R27,2018-09-17 19:30:00,5223320.0,0.0,0.0,0.0,0.0
716,R27,2018-09-17 19:45:00,5223320.0,0.0,0.0,0.0,0.0
717,R27,2018-09-17 20:00:00,5223320.0,0.0,0.0,0.0,0.0
718,R27,2018-09-17 20:15:00,5223320.0,0.0,0.0,0.0,0.0
719,R27,2018-09-17 20:30:00,5223320.0,0.0,0.0,0.0,0.0
720,R27,2018-09-17 20:45:00,5223320.0,0.014447188,0.001715603575,0.0,0.001715603575
721,R27,2018-09-17 21:00:00,5223320.0,0.024332215,0.00288945053125,0.0,0.00288945053125
722,R27,2018-09-17 21:15:00,5223320.0,0.009885027,0.00117384695625,0.0,0.00117384695625
723,R27,2018-09-17 21:30:00,5223320.0,0.0,0.0,0.0,0.0
724,R27,2018-09-17 21:45:00,5223320.0,0.0,0.0,0.0,0.0
725,R27,2018-09-17 22:00:00,5223320.0,0.0,0.0,0.0,0.0
726,R27,2018-09-17 22:15:00,5223320.0,0.0,0.0,0.0,0.0
727,R27,2018-09-17 22:30:00,5223320.0,0.0,0.0,0.0,0.0
728,R27,2018-09-17 22:45:00,5223320.0,0.0,0.0,0.0,0.0
729,R27,2018-09-17 23:00:00,5223320.0,0.006083558,0.0007224225125,0.0,0.0007224225125
730,R27,2018-09-17 23:15:00,5223320.0,0.019772739,0.00234801275625,0.0,0.00234801275625
731,R27,2018-09-17 23:30:00,5223320.0,0.013689181,0.0016255902437500001,0.0,0.0016255902437500001
732,R27,2018-09-17 23:45:00,5223320.0,0.018251458,0.0021673606375000004,0.0,0.0021673606375000004
733,R27,2018-09-18 00:00:00,5223320.0,0.032700456,0.0038831791500000003,0.0,0.0038831791500000003
734,R27,2018-09-18 00:15:00,5223320.0,0.014448998,0.0017158185125,0.0,0.0017158185125
735,R27,2018-09-18 00:30:00,5223320.0,0.006844373,0.00081276929375,0.0,0.00081276929375
736,R27,2018-09-18 00:45:00,5223320.0,0.006844373,0.00081276929375,0.0,0.00081276929375
737,R27,2018-09-18 01:00:00,5223320.0,0.049432412,0.005870098925000001,0.0,0.005870098925000001
738,R27,2018-09-18 01:15:00,5223320.0,0.049432412,0.005870098925000001,0.0,0.005870098925000001
739,R27,2018-09-18 01:30:00,5223320.0,0.106460042,0.0126421299875,0.0,0.0126421299875
740,R27,2018-09-18 01:45:00,5223320.0,0.280595191,0.03332067893125,0.0,0.03332067893125
741,R27,2018-09-18 02:00:00,5223320.0,0.206073884,0.024471273725000003,0.0,0.024471273725000003
742,R27,2018-09-18 02:15:00,5223320.0,0.047907898,0.0056890628875,0.0,0.0056890628875
743,R27,2018-09-18 02:30:00,5223320.0,0.022812793,0.00270901916875,0.0,0.00270901916875
744,R27,2018-09-18 02:45:00,5223320.0,0.006843631,0.00081268118125,0.0,0.00081268118125
745,R27,2018-09-18 03:00:00,5223320.0,0.0,0.0,0.0,0.0
746,R27,2018-09-18 03:15:00,5223320.0,0.003801876,0.000451472775,0.0,0.000451472775
747,R27,2018-09-18 03:30:00,5223320.0,0.003801876,0.000451472775,0.0,0.000451472775
748,R27,2018-09-18 03:45:00,5223320.0,0.0,0.0,0.0,0.0
749,R27,2018-09-18 04:00:00,5223320.0,0.0,0.0,0.0,0.0
750,R27,2018-09-18 04:15:00,5223320.0,0.0,0.0,0.0,0.0
751,R27,2018-09-18 04:30:00,5223320.0,0.0,0.0,0.0,0.0
752,R27,2018-09-18 04:45:00,5223320.0,0.0,0.0,0.0,0.0
753,R27,2018-09-18 05:00:00,5223320.0,0.174935967,0.02077364608125,0.0,0.02077364608125
754,R27,2018-09-18 05:15:00,5223320.0,2.924509436,0.347285495525,0.0,0.347285495525
755,R27,2018-09-18 05:30:00,5223320.0,21.08465075,2.5038022765625,0.0,2.5038022765625
756,R27,2018-09-18 05:45:00,5223320.0,58.2099247,6.912428558125001,0.0,6.912428558125001
757,R27,2018-09-18 06:00:00,5223320.0,97.25324631,11.548822999312499,0.0,11.548822999312499
758,R27,2018-09-18 06:15:00,5223320.0,154.9709282,18.402797723750002,0.0,18.402797723750002
759,R27,2018-09-18 06:30:00,5223320.0,224.3597717,26.642722889375,0.0,26.642722889375
760,R27,2018-09-18 06:45:00,5223320.0,273.35849,32.461320687500006,0.0,32.461320687500006
761,R27,2018-09-18 07:00:00,5223320.0,327.8495636,38.9321356775,0.0,38.9321356775
762,R27,2018-09-18 07:15:00,5223321.0,404.5863953,48.044634441875004,1.0,47.044634441875004
763,R27,2018-09-18 07:30:00,5223327.0,477.9821625,56.760381796875,6.0,50.760381796875
764,R27,2018-09-18 07:45:00,5223338.0,538.8782654,63.991794016250005,11.0,52.991794016250005
765,R27,2018-09-18 08:00:00,5223358.0,595.9849854,70.77321701625,20.0,50.77321701625
766,R27,2018-09-18 08:15:00,5223386.0,650.3543091,77.229574205625,28.0,49.229574205625
767,R27,2018-09-18 08:30:00,5223421.0,703.4230042,83.53148174875001,35.0,48.53148174875001
768,R27,2018-09-18 08:45:00,5223465.0,752.5215149,89.36192989437501,44.0,45.36192989437501
769,R27,2018-09-18 09:00:00,5223518.0,796.7134399,94.609720988125,53.0,41.609720988125005
770,R27,2018-09-18 09:15:00,5223582.0,838.1519775,99.530547328125,64.0,35.530547328124996
771,R27,2018-09-18 09:30:00,5223653.0,878.3316345,104.30188159687499,71.0,33.30188159687499
772,R27,2018-09-18 09:45:00,5223732.0,911.5344238,108.24471282625001,79.0,29.24471282625001
773,R27,2018-09-18 10:00:00,5223817.0,941.1808472,111.765225605,85.0,26.765225604999998
774,R27,2018-09-18 10:15:00,5223908.0,965.3709412,114.6377992675,91.0,23.6377992675
775,R27,2018-09-18 10:30:00,5224004.0,943.5434265,112.04578189687501,96.0,16.045781896875013
776,R27,2018-09-18 10:45:00,5224104.0,869.7027588,103.2772026075,100.0,3.2772026075000014
777,R27,2018-09-18 11:00:00,5224209.0,899.8477783,106.856923673125,105.0,1.8569236731249958
778,R27,2018-09-18 11:15:00,5224318.0,831.908844,98.789175225,109.0,-10.210824775000006
779,R27,2018-09-18 11:30:00,5224429.0,647.8937378,76.93738136375,111.0,-34.062618636249994
780,R27,2018-09-18 11:45:00,5224542.0,684.6354065,81.300454521875,113.0,-31.699545478125003
781,R27,2018-09-18 12:00:00,5224656.0,874.6014404,103.8589210475,114.0,-10.141078952499996
782,R27,2018-09-18 12:15:00,5224759.0,954.3837891,113.333074955625,103.0,10.333074955624994
783,R27,2018-09-18 12:30:00,5224849.0,960.4056091,114.048166080625,90.0,24.048166080624995
784,R27,2018-09-18 12:45:00,5224956.0,825.0586548,97.9757152575,107.0,-9.0242847425
785,R27,2018-09-18 13:00:00,5225033.0,628.1882019,74.597348975625,77.0,-2.402651024375004
786,R27,2018-09-18 13:15:00,5225104.0,608.8916931,72.305888555625,71.0,1.3058885556250033
787,R27,2018-09-18 13:30:00,5225187.0,618.0033875,73.387902265625,83.0,-9.612097734374998
788,R27,2018-09-18 13:45:00,5225289.0,543.3955536,64.52822198999999,102.0,-37.47177801000001
789,R27,2018-09-18 14:00:00,5225389.0,402.5307617,47.800527951875004,100.0,-52.199472048124996
790,R27,2018-09-18 14:15:00,5225505.0,296.2655563,35.181534810625,116.0,-80.81846518937499
791,R27,2018-09-18 14:30:00,5225585.0,242.6630173,28.816233304375,80.0,-51.183766695624996
792,R27,2018-09-18 14:45:00,5225660.0,202.7782059,24.079911950625,75.0,-50.920088049374996
793,R27,2018-09-18 15:00:00,5225736.0,151.6632156,18.0100068525,76.0,-57.9899931475
794,R27,2018-09-18 15:15:00,5225813.0,123.9613457,14.720409801874998,77.0,-62.279590198125
795,R27,2018-09-18 15:30:00,5225869.0,112.9766159,13.415973138125,56.0,-42.584026861875
796,R27,2018-09-18 15:45:00,5225912.0,118.5640221,14.079477624375,43.0,-28.920522375624998
797,R27,2018-09-18 16:00:00,5225943.0,121.2910385,14.403310821875,31.0,-16.596689178125
798,R27,2018-09-18 16:15:00,5225973.0,105.6413918,12.54491527625,30.0,-17.455084723749998
799,R27,2018-09-18 16:30:00,5225995.0,78.11829758,9.276547837625001,22.0,-12.723452162374999
800,R27,2018-09-18 16:45:00,5226011.0,50.05998802,5.944623577374999,16.0,-10.055376422625
801,R27,2018-09-18 17:00:00,5226025.0,35.08925915,4.1668495240625,14.0,-9.8331504759375
802,R27,2018-09-18 17:15:00,5226038.0,19.14569616,2.273551419,13.0,-10.726448581
803,R27,2018-09-18 17:30:00,5226054.0,4.865198374,0.5777423069125,16.0,-15.4222576930875
804,R27,2018-09-18 17:45:00,5226068.0,0.764642477,0.09080129414375,14.0,-13.90919870585625
805,R27,2018-09-18 18:00:00,5226079.0,0.0,0.0,11.0,-11.0
806,R27,2018-09-18 18:15:00,5226086.0,0.0,0.0,7.0,-7.0
807,R27,2018-09-18 18:30:00,5226091.0,0.0,0.0,5.0,-5.0
808,R27,2018-09-18 18:45:00,5226093.0,0.0,0.0,2.0,-2.0
809,R27,2018-09-18 19:00:00,5226093.0,0.0,0.0,0.0,0.0
810,R27,2018-09-18 19:15:00,5226093.0,0.123171158,0.0146265750125,0.0,0.0146265750125
811,R27,2018-09-18 19:30:00,5226093.0,0.241782904,0.028711719849999998,0.0,0.028711719849999998
812,R27,2018-09-18 19:45:00,5226093.0,0.126215107,0.014988043956249999,0.0,0.014988043956249999
813,R27,2018-09-18 20:00:00,5226093.0,0.007603362,0.0009028992375,0.0,0.0009028992375
814,R27,2018-09-18 20:15:00,5226093.0,0.0,0.0,0.0,0.0
815,R27,2018-09-18 20:30:00,5226093.0,0.029654205,0.00352143684375,0.0,0.00352143684375
816,R27,2018-09-18 20:45:00,5226093.0,0.334557176,0.03972866465,0.0,0.03972866465
817,R27,2018-09-18 21:00:00,5226093.0,0.478264883,0.056793954856249995,0.0,0.056793954856249995
818,R27,2018-09-18 21:15:00,5226093.0,0.173361912,0.02058672705,0.0,0.02058672705
819,R27,2018-09-18 21:30:00,5226093.0,0.028133351,0.00334083543125,0.0,0.00334083543125
820,R27,2018-09-18 21:45:00,5226093.0,0.102649067,0.01218957670625,0.0,0.01218957670625
821,R27,2018-09-18 22:00:00,5226093.0,0.122418113,0.014537150918749998,0.0,0.014537150918749998
822,R27,2018-09-18 22:15:00,5226093.0,0.047902398,0.0056884097625,0.0,0.0056884097625
823,R27,2018-09-18 22:30:00,5226093.0,0.0,0.0,0.0,0.0
824,R27,2018-09-18 22:45:00,5226093.0,0.0,0.0,0.0,0.0
825,R27,2018-09-18 23:00:00,5226093.0,0.006843217,0.00081263201875,0.0,0.00081263201875
826,R27,2018-09-18 23:15:00,5226093.0,0.0,0.0,0.0,0.0
827,R27,2018-09-18 23:30:00,5226093.0,0.0,0.0,0.0,0.0
828,R27,2018-09-18 23:45:00,5226093.0,0.0,0.0,0.0,0.0
829,R27,2018-09-19 00:00:00,5226093.0,0.0,0.0,0.0,0.0
830,R27,2018-09-19 00:15:00,5226093.0,0.0,0.0,0.0,0.0
831,R27,2018-09-19 00:30:00,5226093.0,0.0,0.0,0.0,0.0
832,R27,2018-09-19 00:45:00,5226093.0,0.0,0.0,0.0,0.0
833,R27,2018-10-12 01:15:00,5282683.0,0.0,0.0,56590.0,-56590.0
834,R27,2018-10-12 01:30:00,5282683.0,0.0,0.0,0.0,0.0
835,R27,2018-10-12 01:45:00,5282683.0,0.0,0.0,0.0,0.0
836,R27,2018-10-12 02:00:00,5282683.0,0.0,0.0,0.0,0.0
837,R27,2018-10-12 02:15:00,5282683.0,0.0,0.0,0.0,0.0
838,R27,2018-10-12 02:30:00,5282683.0,0.0,0.0,0.0,0.0
839,R27,2018-10-12 02:45:00,5282683.0,0.0,0.0,0.0,0.0
840,R27,2018-10-12 03:00:00,5282683.0,0.0,0.0,0.0,0.0
841,R27,2018-10-12 03:15:00,5282683.0,0.0,0.0,0.0,0.0
842,R27,2018-10-12 03:30:00,5282683.0,0.0,0.0,0.0,0.0
843,R27,2018-10-12 03:45:00,5282683.0,0.0,0.0,0.0,0.0
844,R27,2018-10-12 04:00:00,5282683.0,0.0,0.0,0.0,0.0
845,R27,2018-10-12 04:15:00,5282683.0,0.0,0.0,0.0,0.0
846,R27,2018-10-12 04:30:00,5282683.0,0.0,0.0,0.0,0.0
847,R27,2018-10-12 04:45:00,5282683.0,0.0,0.0,0.0,0.0
848,R27,2018-10-12 05:00:00,5282683.0,0.0,0.0,0.0,0.0
849,R27,2018-10-12 05:15:00,5282683.0,0.01066581,0.0012665649375,0.0,0.0012665649375
850,R27,2018-10-12 05:30:00,5282683.0,6.27626363,0.7453063060624999,0.0,0.7453063060624999
851,R27,2018-10-12 05:45:00,5282683.0,38.80274153,4.6078255566875,0.0,4.6078255566875
852,R27,2018-10-12 06:00:00,5282683.0,96.68393326,11.481217074625,0.0,11.481217074625
853,R27,2018-10-12 06:15:00,5282683.0,162.4899597,19.295682714375,0.0,19.295682714375
854,R27,2018-10-12 06:30:00,5282683.0,232.2871094,27.58409424125,0.0,27.58409424125
855,R27,2018-10-12 06:45:00,5282683.0,303.9581909,36.095035169374995,0.0,36.095035169374995
856,R27,2018-10-12 07:00:00,5282683.0,375.4925385,44.589738946875,0.0,44.589738946875
857,R27,2018-10-12 07:15:00,5282684.0,445.0664368,52.85163937,1.0,51.85163937
858,R27,2018-10-12 07:30:00,5282687.0,511.8135529,60.777859406874995,3.0,57.777859406874995
859,R27,2018-10-12 07:45:00,5282698.0,575.4434814,68.33391341625,11.0,57.33391341625
860,R27,2018-10-12 08:00:00,5282721.0,636.4742432,75.58131638,23.0,52.581316380000004
861,R27,2018-10-12 08:15:00,5282752.0,694.7157288,82.497492795,31.0,51.497492795
862,R27,2018-10-12 08:30:00,5282794.0,749.1604614,88.96280479125001,42.0,46.96280479125001
863,R27,2018-10-12 08:45:00,5282846.0,799.776947,94.97351245624999,52.0,42.97351245624999
864,R27,2018-10-12 09:00:00,5282908.0,845.4535217,100.397605701875,62.0,38.397605701874994
865,R27,2018-10-12 09:15:00,5282979.0,886.3905945,105.258883096875,71.0,34.258883096874996
866,R27,2018-10-12 09:30:00,5283058.0,923.6196899,109.67983817562501,79.0,30.679838175625008
867,R27,2018-10-12 09:45:00,5283145.0,956.3323364,113.5644649475,87.0,26.5644649475
868,R27,2018-10-12 10:00:00,5283240.0,982.7457581,116.701058774375,95.0,21.701058774375
869,R27,2018-10-12 10:15:00,5283340.0,1004.904266,119.3323815875,100.0,19.332381587499995
870,R27,2018-10-12 10:30:00,5283446.0,1021.766602,121.3347839875,106.0,15.334783987500003
871,R27,2018-10-12 10:45:00,5283554.0,1031.309021,122.46794624375,108.0,14.467946243750006
872,R27,2018-10-12 11:00:00,5283669.0,1038.62146,123.33629837500001,115.0,8.336298375000013
873,R27,2018-10-12 11:15:00,5283787.0,1041.339355,123.65904840625001,118.0,5.659048406250008
874,R27,2018-10-12 11:30:00,5283909.0,1037.408264,123.19223134999999,122.0,1.192231349999986
875,R27,2018-10-12 11:45:00,5284030.0,1027.431335,122.00747103124999,121.0,1.0074710312499917
876,R27,2018-10-12 12:00:00,5284152.0,1012.243134,120.2038721625,122.0,-1.796127837499995
877,R27,2018-10-12 12:15:00,5284273.0,994.2044678,118.06178055125,121.0,-2.9382194487500044
878,R27,2018-10-12 12:30:00,5284395.0,970.2940979,115.222424125625,122.0,-6.777575874375003
879,R27,2018-10-12 12:45:00,5284516.0,940.1158142,111.63875293625,121.0,-9.36124706375
880,R27,2018-10-12 13:00:00,5284637.0,903.1058655,107.243821528125,121.0,-13.756178471875003
881,R27,2018-10-12 13:15:00,5284759.0,867.1550293,102.974659729375,122.0,-19.025340270624994
882,R27,2018-10-12 13:30:00,5284880.0,828.2799683,98.35824623562499,121.0,-22.64175376437501
883,R27,2018-10-12 13:45:00,5285002.0,780.198822,92.6486101125,122.0,-29.351389887500005
884,R27,2018-10-12 14:00:00,5285122.0,730.2411804,86.71614017249999,120.0,-33.28385982750001
885,R27,2018-10-12 14:15:00,5285240.0,675.6262817,80.23062095187501,118.0,-37.76937904812499
886,R27,2018-10-12 14:30:00,5285355.0,616.3001709,73.185645294375,115.0,-41.81435470562499
887,R27,2018-10-12 14:45:00,5285466.0,555.7670288,65.99733467000001,111.0,-45.002665329999985
888,R27,2018-10-12 15:00:00,5285574.0,493.204071,58.56798343125,108.0,-49.43201656875
889,R27,2018-10-12 15:15:00,5285677.0,427.4037476,50.754195027499996,103.0,-52.245804972500004
890,R27,2018-10-12 15:30:00,5285774.0,360.6198273,42.823604491874995,97.0,-54.176395508125005
891,R27,2018-10-12 15:45:00,5285866.0,293.6959381,34.876392649375,92.0,-57.123607350625
892,R27,2018-10-12 16:00:00,5285951.0,224.665184,26.678990600000002,85.0,-58.321009399999994
893,R27,2018-10-12 16:15:00,5286029.0,138.4019661,16.435233474375,78.0,-61.564766525625004
894,R27,2018-10-12 16:30:00,5286099.0,51.50840044,6.11662255225,70.0,-63.88337744775
895,R27,2018-10-12 16:45:00,5286160.0,8.362578332,0.993056176925,61.0,-60.006943823075
896,R27,2018-10-12 17:00:00,5286212.0,0.637438238,0.07569579076249999,52.0,-51.9243042092375
897,R27,2018-10-12 17:15:00,5286255.0,0.0,0.0,43.0,-43.0
898,R27,2018-10-12 17:30:00,5286288.0,0.0,0.0,33.0,-33.0
899,R27,2018-10-12 17:45:00,5286311.0,0.0,0.0,23.0,-23.0
900,R27,2018-10-12 18:00:00,5286320.0,0.0,0.0,9.0,-9.0
901,R27,2018-10-12 18:15:00,5286321.0,0.0,0.0,1.0,-1.0
902,R27,2018-10-12 18:30:00,5286321.0,0.0,0.0,0.0,0.0
903,R27,2018-10-12 18:45:00,5286321.0,0.0,0.0,0.0,0.0
904,R27,2018-10-12 19:00:00,5286321.0,0.0,0.0,0.0,0.0
905,R27,2018-10-12 19:15:00,5286321.0,0.0,0.0,0.0,0.0
906,R27,2018-10-12 19:30:00,5286321.0,0.0,0.0,0.0,0.0
907,R27,2018-10-12 19:45:00,5286321.0,0.0,0.0,0.0,0.0
908,R27,2018-10-12 20:00:00,5286321.0,0.0,0.0,0.0,0.0
909,R27,2018-10-12 20:15:00,5286321.0,0.0,0.0,0.0,0.0
910,R27,2018-10-12 20:30:00,5286321.0,0.005329693,0.00063290104375,0.0,0.00063290104375
911,R27,2018-10-12 20:45:00,5286321.0,0.006091093,0.00072331729375,0.0,0.00072331729375
912,R27,2018-10-12 21:00:00,5286321.0,0.0007614,9.041624999999999e-05,0.0,9.041624999999999e-05
913,R27,2018-10-12 21:15:00,5286321.0,0.0,0.0,0.0,0.0
914,R27,2018-10-12 21:30:00,5286321.0,0.0,0.0,0.0,0.0
915,R27,2018-10-12 21:45:00,5286321.0,0.0,0.0,0.0,0.0
916,R27,2018-10-12 22:00:00,5286321.0,0.0,0.0,0.0,0.0
917,R27,2018-10-12 22:15:00,5286321.0,0.0,0.0,0.0,0.0
918,R27,2018-10-12 22:30:00,5286321.0,0.0,0.0,0.0,0.0
919,R27,2018-10-12 22:45:00,5286321.0,0.0,0.0,0.0,0.0
920,R27,2018-10-12 23:00:00,5286321.0,0.0,0.0,0.0,0.0
921,R27,2018-10-12 23:15:00,5286321.0,0.0,0.0,0.0,0.0
922,R27,2018-10-12 23:30:00,5286321.0,0.0,0.0,0.0,0.0
923,R27,2018-10-12 23:45:00,5286321.0,0.0,0.0,0.0,0.0
924,R27,2018-10-13 00:00:00,5286321.0,0.0,0.0,0.0,0.0
925,R27,2018-10-13 00:15:00,5286321.0,0.0,0.0,0.0,0.0
926,R27,2018-10-13 00:30:00,5286321.0,0.0,0.0,0.0,0.0
927,R27,2018-10-13 00:45:00,5286321.0,0.0,0.0,0.0,0.0
928,R27,2018-10-13 01:00:00,5286321.0,0.0,0.0,0.0,0.0
929,R27,2018-10-13 01:15:00,5286321.0,0.005333912,0.0006334020499999999,0.0,0.0006334020499999999
930,R27,2018-10-13 01:30:00,5286321.0,0.005333912,0.0006334020499999999,0.0,0.0006334020499999999
931,R27,2018-10-13 01:45:00,5286321.0,0.0,0.0,0.0,0.0
932,R27,2018-10-13 02:00:00,5286321.0,0.0,0.0,0.0,0.0
933,R27,2018-10-13 02:15:00,5286321.0,0.0,0.0,0.0,0.0
934,R27,2018-10-13 02:30:00,5286321.0,0.0,0.0,0.0,0.0
935,R27,2018-10-13 02:45:00,5286321.0,0.0,0.0,0.0,0.0
936,R27,2018-10-13 03:00:00,5286321.0,0.0,0.0,0.0,0.0
937,R27,2018-10-13 03:15:00,5286321.0,0.0,0.0,0.0,0.0
938,R27,2018-10-13 03:30:00,5286321.0,0.0,0.0,0.0,0.0
939,R27,2018-10-13 03:45:00,5286321.0,0.0,0.0,0.0,0.0
940,R27,2018-10-13 04:00:00,5286321.0,0.0,0.0,0.0,0.0
941,R27,2018-10-13 04:15:00,5286321.0,0.119632356,0.014206342274999999,0.0,0.014206342274999999
942,R27,2018-10-13 04:30:00,5286321.0,0.286505409,0.03402251731875,0.0,0.03402251731875
943,R27,2018-10-13 04:45:00,5286321.0,0.492241934,0.0584537296625,0.0,0.0584537296625
944,R27,2018-10-13 05:00:00,5286321.0,0.35432373,0.0420759429375,0.0,0.0420759429375
945,R27,2018-10-13 05:15:00,5286321.0,0.812258407,0.09645568583125,0.0,0.09645568583125
946,R27,2018-10-13 05:30:00,5286321.0,7.73535043,0.9185728635625,0.0,0.9185728635625
947,R27,2018-10-13 05:45:00,5286321.0,15.57153463,1.8491197373125001,0.0,1.8491197373125001
948,R27,2018-10-13 06:00:00,5286321.0,22.60530186,2.6843795958750003,0.0,2.6843795958750003
949,R27,2018-10-13 06:15:00,5286321.0,48.32013798,5.738016385125,0.0,5.738016385125
950,R27,2018-10-13 06:30:00,5286321.0,95.66973877,11.360781478937499,0.0,11.360781478937499
951,R27,2018-10-13 06:45:00,5286321.0,154.7029381,18.370973899375,0.0,18.370973899375
952,R27,2018-10-13 07:00:00,5286321.0,155.9752235,18.522057790625,0.0,18.522057790625
953,R27,2018-10-13 07:15:00,5286321.0,133.945591,15.90603893125,0.0,15.90603893125
954,R27,2018-10-13 07:30:00,5286322.0,202.0284271,23.990875718125,1.0,22.990875718125
955,R27,2018-10-13 07:45:00,5286324.0,235.5864334,27.97588896625,2.0,25.97588896625
956,R27,2018-10-13 08:00:00,5286333.0,441.8871078,52.47409405125,9.0,43.47409405125
957,R27,2018-10-13 08:15:00,5286348.0,696.1491089,82.667706681875,15.0,67.667706681875
958,R27,2018-10-13 08:30:00,5286372.0,743.932251,88.34195480625,24.0,64.34195480625
959,R27,2018-10-13 08:45:00,5286387.0,792.0257568,94.05305862,15.0,79.05305862
960,R27,2018-10-13 09:00:00,5286405.0,831.805481,98.77690086875,18.0,80.77690086875
961,R27,2018-10-13 09:15:00,5286440.0,861.9015808,102.35081272000001,35.0,67.35081272000001
962,R27,2018-10-13 09:30:00,5286467.0,896.0478821,106.40568599937501,27.0,79.40568599937501
963,R27,2018-10-13 09:45:00,5286556.0,933.3044434,110.82990265375,89.0,21.829902653749997
964,R27,2018-10-13 10:00:00,5286649.0,962.9656372,114.3521694175,93.0,21.352169417499994
965,R27,2018-10-13 10:15:00,5286749.0,986.3119507,117.124544145625,100.0,17.124544145624995
966,R27,2018-10-13 10:30:00,5286854.0,1004.549072,119.2902023,105.0,14.290202300000004
967,R27,2018-10-13 10:45:00,5286963.0,1019.003723,121.00669210625,109.0,12.00669210625
968,R27,2018-10-13 11:00:00,5287076.0,1025.944153,121.83086816874999,113.0,8.830868168749987
969,R27,2018-10-13 11:15:00,5287193.0,1033.182251,122.69039230624999,117.0,5.69039230624999
970,R27,2018-10-13 11:30:00,5287314.0,1039.476746,123.4378635875,121.0,2.4378635875000043
971,R27,2018-10-13 11:45:00,5287436.0,1039.964355,123.49576715625,122.0,1.4957671562499968
972,R27,2018-10-13 12:00:00,5287557.0,971.7363586,115.39369258375,121.0,-5.606307416250004
973,R27,2018-10-13 12:15:00,5287678.0,881.0531921,104.625066561875,121.0,-16.374933438124998
974,R27,2018-10-13 12:30:00,5287800.0,709.7839661,84.286845974375,122.0,-37.713154025625
